Index,restaurant_name,restaurant_category,restaurant_description,restaurant_rating,restaurant_comment_number,restaurant_price_range,restaurant_location,restaurant_services
0,Pastéis de Belém,Cafe,"Large, airy bakery cafe offering Portuguese baked goods including tarts & breads.",4.6,"54,927 Google reviews",££,"R. de Belém 84 92, 1300-085 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Santo António,Pastry shop,,4.7,987 Google reviews,£,"R. do Milagre de Santo António N.10, 1100-351 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Zarzuela,Pastry shop,,4.1,965 Google reviews,££,"R. Bernardino Costa 21 23, 1200-052 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Alcôa,Pastry shop,,4.4,885 Google reviews,££,"R. Garrett 37, 1200-203 Lisboa, Portugal",['Takeaway']
0,"Patriarcal - Panificação Reunida de São Roque, Lda.",Pastry shop,,4.3,577 Google reviews,£,"R. Dom Pedro V 57, 1250-092 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Confeitaria Nacional Belém,Pastry shop,,4.2,742 Google reviews,££,"Av. Brasília, 1400-038 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Fábrica da Nata (Rua Augusta),Pastry shop,,4.6,"1,808 Google reviews",£,"R. Augusta nº 275 A, 1100-052 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pau de Canela traditional portuguese pastry pastelaria,Pastry shop,,4.1,619 Google reviews,££,"R. da Vitória 57, 1100-170 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Versailles,Pastry shop,,4.4,"3,116 Google reviews",££,"Av. da República 15 A, 1050-185 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Ferrary,Pastry shop,,2.8,549 Google reviews,,"R. Augusta 189, 1100-050 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Aloma,Pastry shop,,4.3,655 Google reviews,£,"R. Francisco Metrass 67, 1350-139 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Cinnamon stick,Pastry shop,,4.2,"1,590 Google reviews",££,"Av. da Igreja 2, 1700-204 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Aloma,Pastry shop,,4.3,160 Google reviews,,"Largo Calhariz 3, 1200-050 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
0,Confeitaria Marquês de Pombal,Pastry shop,,4.2,"1,148 Google reviews",££,"Av. da Liberdade 244 B, 1250-149 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pâtisserie Orion,Pastry shop,,4.2,438 Google reviews,£,"Calçada do Combro 1, 1200-086 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria 1800,Pastry shop,,4.3,450 Google reviews,£,"Largo do Rato 7, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pastelaria Flor do Mundo,Pastry shop,,4.3,367 Google reviews,£,"R. da Misericórdia 87, 1200-284 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pomarense,Pastry shop,,4.4,76 Google reviews,£,"Av. da Liberdade 117, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastry NATA FINA,Cafe,,4.2,427 Google reviews,£,"R. da Palma 37A, 1150-051 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Benard,Pastry shop,,3.8,598 Google reviews,££,"R. Garrett 104, 1200-205 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,A Tentação,Pastry shop,,4.0,235 Google reviews,£,"Praça da Figueira 12, 1100-241 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,"The pastry Quequinho Da Barbara, Lda.",Pastry shop,,4.3,248 Google reviews,£,"Largo Santa Bárbara 8B, 1150-287 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,PAUL - Rua Augusta,Bakery,,4.1,651 Google reviews,££,"R. Augusta 142, 1100-054 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Berlineta,Pastry shop,,4.2,20 Google reviews,,"Lisboa Santa Apolónia, Av. Infante Dom Henrique 1, 1100-105 Lisboa, Portugal",['Takeaway']
0,Pâtisserie Dacquoise,Patisserie,,4.5,283 Google reviews,££,"R. Tomás da Anunciação 109A, 1350-325 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Pastelaria Versailles,Pastry shop,,4.1,10 Google reviews,,"R. do Arco da Graça 89, 1150-329 Lisboa, Portugal",['No delivery']
0,Cantinho da sé,Pastry shop,,3.1,135 Google reviews,,"Largo Santo António da Sé 11, 1100-404 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,Micro Padaria,Bakery,,4.7,81 Google reviews,,"R. Angelina Vidal 35A, 1170-122 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,A Beirense,Pastry shop,,4.7,40 Google reviews,,"Calçada do Carmo 49, 1200-090 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Saga,Pastry shop,,4.4,830 Google reviews,££,"Largo da Graça 135, 1170-165 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pau de Canela,€€,,"4,1",619 comentários no Google,€€,"R. da Vitória 57, 1100-170 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Pastelaria Orion,€,,"4,2",438 comentários no Google,€,"Calçada do Combro 1, 1200-086 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Padaria de São Roque,€,,"4,3",577 comentários no Google,€,"R. Dom Pedro V 57, 1250-092 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Nata Fina,€,,"4,2",427 comentários no Google,€,"R. da Palma 37A, 1150-051 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,A Pousadinha (Cais Sodré) - Doçaria Conventual,Pastelaria,,"4,6",26 comentários no Google,,"Rua de S. Paulo 188, 1200-275 Lisboa","['Comer no local', 'Take away']"
0,A Pousadinha,Pastry shop,,4.6,26 Google reviews,,"Rua de S. Paulo 188, 1200-275 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Centro Ideal da Graça,Pastry shop,,4.4,301 Google reviews,£,"Largo da Graça 6, 1170-364 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Baga,Patisserie,,4.1,96 Google reviews,£,"Largo da Graça, 1170-165 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Café São,Cafe,,4.3,71 Google reviews,,"R. de São Bento 102, 1200-816 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Pastelaria Monte Sinai,Pastry shop,,4.6,31 Google reviews,,"R. Pres. Arriaga 30-32, 1200-773 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,Pastelaria Emenda,Bakery,,4.6,98 Google reviews,£,"Rua do Loreto 33, 1200-169 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Padaria Italiana,Cake shop,,3.8,12 Google reviews,,"R. Dom Pedro V 57, 1250-096 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,Tartine,Bakery,,4.2,652 Google reviews,££,"Av. 24 de Julho 49, 1200-479 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,L'Éclair,Dessert restaurant,,4.8,22 Google reviews,,"R. Ribeira Nova 50, 1200-425 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Deguimbra Pastelaria Snack-Bar e Restaurante Lda.,Breakfast restaurant,,4.4,165 Google reviews,£,"R. São José 218, 1150-327 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,La Boulangerie Lisboa,Bakery,,4.4,836 Google reviews,££,"R. do Olival 42, 1200-742 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Portela,Cafe,,4.3,127 Google reviews,££,"Rua da Graça 164, 1170-364 Lisboa, Portugal","['Dine-in', 'Delivery']"
0,Pastelaria Herculano,Cafe,,4.0,189 Google reviews,£,"R. Alexandre Herculano 29, 1250-098 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Baltazar Roiz Castanheiro Sucessor,Cafe,,3.6,13 Google reviews,,"da, Praça da Figueira 18B, Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Camões,Canteen,,4.4,180 Google reviews,£,"Rua do Loreto 63 65, 1200-241 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Leitaria Lisboa,Cafe,,4.2,846 Google reviews,££,"R. Artilharia 1 87A, 1070-012 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Tease,Cafe,,4.4,716 Google reviews,££,"R. Quintinha 70B, 1200-420 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Careca,Pastry shop,,4.4,"5,100 Google reviews",££,"R. Duarte Pacheco Pereira 11D, 1400-139 Lisboa, Portugal","['Dine-in', 'Delivery']"
0,Pastelaria Fátima,Pastry shop,,4.0,3 Google reviews,,"Av. de Berna 25C, 1050-053 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,Docel Pastry Shop,Pastry shop,,4.2,610 Google reviews,££,"Av. Miguel Bombarda 93A, 1050-162 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Corinto Lda,Pastry shop,,4.2,122 Google reviews,£,"Av. Alm. Reis 143, 1150-015 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Doce Real,€,,"4,5",119 comentários no Google,€,"Portugal, R. Dom Pedro V 119, 1250-096 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Casa Brasileira,€€,,"3,6",1 174 comentários no Google,€€,"R. Augusta 267, 1100-422 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,SAGA,€€,,"4,4",830 comentários no Google,€€,"Largo da Graça 135, 1170-165 Lisboa","['Comer no local', 'Take away']"
0,Pastelaria Carrocel,€€,,"4,1",459 comentários no Google,€€,"Av. Infante Santo 347, 1350-290 Lisboa","['Comer no local', 'Take away']"
0,Leitaria Brasil - Pastelaria Cafetaria,€,,"4,3",68 comentários no Google,€,"Largo do Rato 16a, 1250-015 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Pastelaria Capri,€,,"4,3",496 comentários no Google,€,"Av. Alm. Reis 24B, 1170-218 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Doce Doce,€,,"4,0",54 comentários no Google,€,"Rua do Forno do Tijolo 73E, 1170-134 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Balcão do Marquês,Restaurant,,4.2,391 Google reviews,£,"113 ao 119, Av. Duque de Loulé, 1050-089 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
0,Pastelaria Lisboa,Confectionery,,4.6,29 Google reviews,,"Av. Alm. Reis 42, 1150-019 Lisboa, Portugal",['In-store shopping']
0,Pastelaria Docel,Pastry shop,,4.2,186 Google reviews,££,"Av. Alm. Reis nº 74 F H, 1150-020 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Maria Picoas - Padaria . Pastelaria . Refeições,Bakery,,,,,"R. Sousa Martins 14, 1050-217 Lisboa, Portugal",['No delivery']
0,"Pastelaria Delta - M. Pereira & Santos, Lda.",Pastry shop,,3.8,48 Google reviews,,"Av. Alm. Reis 27, 1150-008 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Manaus,Pastry shop,,4.1,126 Google reviews,£,"R. do Sacramento a Alcântara 54, 1350-352 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Continental Lda,Pastry shop,,4.3,133 Google reviews,£,"R. da Palma 187, 1100-087 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,"Leitaria Brazil - Cafe, Pastries, Bakery",Cafe,,4.3,68 Google reviews,£,"Largo do Rato 16a, 1250-015 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,"Pastelaria Os Dois Amigos, Lda.",Pastry shop,,1.0,1 Google review,,"R. Coelho da Rocha 44, 1250-096 Lisboa, Portugal",['No delivery']
0,Vontadinhas,Pastry shop,,4.1,107 Google reviews,,"R. Castilho 75A, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pastelaria Costa Azul Lda,Bakery,,3.4,9 Google reviews,,"R. da Madalena 173, 1100-619 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria arroz doce,Pastry shop,,,,,"R. Morais Soares 76, 1150-206 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria O Lacinho,Cafe,,4.1,73 Google reviews,,"R. Andrade Corvo 33A, 1050-227 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pastelaria Chaimite,Cafe,,3.9,211 Google reviews,£,"Praça Paiva Couceiro 3, 1170-164 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Real Principe Pastelaria,Cafe,,4.1,263 Google reviews,£,"R. da Escola Politécnica 49, 1200-279 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,"Pastelaria Maria Da Fonte, Lda.",Pastry shop,,1.0,1 Google review,,"R. 4 de Infantaria 8, 1350-266 Lisboa, Portugal",['Takeaway']
0,Pastelaria Capelos,Pastry shop,,4.2,13 Google reviews,,"R. da Mouraria 94, 1100-394 Lisboa, Portugal","['Takeaway', 'No delivery']"
0,Mixpão Avenida da Liberdade,Pastry shop,,5.0,3 Google reviews,,"Praça da Alegria 46 R/C Direito, 1250-004 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Pastelaria Conde Barão Lda.,Cafe,,4.3,94 Google reviews,£,"Calçada Marquês Abrantes 9, 1200-082 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Foia,Cafe,,4.7,10 Google reviews,,"Alameda Santo António dos Capuchos 2, 1150-137 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Marinita Lda,Cafe,,4.4,34 Google reviews,£,"R. Sousa Viterbo 37, 1900-176 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Tebas,Pastry shop,,4.2,381 Google reviews,£,"R. Heliodoro Salgado 2A, 1170-174 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Afonso III,Pastry shop,,4.0,13 Google reviews,,"Av. Afonso III 83, 1900-048 Lisboa, Portugal",['Takeaway']
0,Pastelaria Pomona,Portuguese restaurant,,3.9,7 Google reviews,,"Rua da Prata 176, 1100-619 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Coimbra,Cafe,,4.0,588 Google reviews,£,"R. Alexandre Herculano 29, 1250-008 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,"Sete Da Figueira, Pastelaria, Limitada",Bakery,,,,,"Praça da Figueira 7A, 1100-373 Lisboa, Portugal",['In-store shopping']
0,Pastelaria Elóivo,Cafe,,4.5,54 Google reviews,,"R. de Campolide 6, 1070-036 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Doce Mila,Bakery,,4.5,68 Google reviews,,"Beco dos Cavaleiros 15, 1100-131 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Pastelaria Paris Lda,Bakery,,4.4,5 Google reviews,,"Av. Alm. Reis 19, 1150-008 Lisboa, Portugal",['In-store shopping']
0,Amor aos Pedaços,Pastry shop,,3.3,61 Google reviews,,"Av. Eng. Duarte Pacheco, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Pastelaria Forum,Dessert restaurant,,4.0,54 Google reviews,,"R. de Santa Marta 39, 1150-140 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,"Pastelaria Verona - Borges Mendes & Marcos, Lda.",Cafe,,4.1,19 Google reviews,,"R. dos Fanqueiros 203, 1100-619 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Chikapa,Coffee shop,,3.3,3 Google reviews,,"1350-303 Lisbon, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Flor Comercial,Cafe,,4.2,14 Google reviews,,"R. Gomes Freire 54, 1150-175 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria Santa Clara,Cafe,,4.3,37 Google reviews,,"Rua da Cruz de Santa Apolónia 37, 1100-188 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Pastelaria,Bar,,,,,"Rua da Graça 134C, 1170-296 Lisboa, Portugal",['Dine-in']
0,Leitaria Baiana,Restaurant,,4.1,364 Google reviews,,"61,, Av. da Liberdade 59, Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Café Mortara,Restaurant,,4.9,56 Google reviews,,"R. Angelina Vidal 23, 1170-017 Lisboa, Portugal","['Dine-in', 'Takeaway']"
0,Leitaria Anita,Cafe,,4.5,27 Google reviews,,"Rua do Salvador 46, 1100-466 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Quatro ao Rato,Restaurant,,4.4,123 Google reviews,,"Largo do Rato 4A, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Baretto Lisboa,Cafe,,3.8,16 Google reviews,,"Loja 2 - Mercado de São Bento, 1200-299 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
0,Bomercado,Organic shop,,4.7,122 Google reviews,,"R. dos Cavaleiros 10, 1100-132 Lisboa, Portugal","['In-store shopping', 'Curbside pickup', 'Delivery']"
0,"Os Frangueiros De Lisboa - Actividades Hoteleiras, Lda.",Restaurant,,,,,"Rua da Bempostinha 41, 1150-099 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Brick Café Lisboa,€€,,"4,4",1 647 comentários no Google,€€,"Rua de Moçambique 2, 1170-245 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,União,Café,,"5,0",3 comentários no Google,,"Rua do Conde de Redondo, 1150-294 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Café Pastelaria Lina,Café,,"4,0",3 comentários no Google,,"R. dos Remédios 24, 1100-139 Lisboa","['Comer no local', 'Não faz entregas']"
0,Apache,€,,"4,3",303 comentários no Google,€,"R. Luciano Cordeiro 14, 1150-215 Lisboa","['Comer no local', 'Take away']"
0,O Preto Dos Anjos,€,,"4,4",98 comentários no Google,€,"Rua dos Anjos 70, 1150-035 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Cervejaria Paço Real,€,,"4,3",455 comentários no Google,€,"Rua da Conceição 55, 1100-161 Lisboa","['Comer no local', 'Take away']"
0,Pastelaria Fabrico Proprio,Café,,"5,0",1 comentário no Google,,"R. Augusta 133, 1100-548 Lisboa",['Comer no local']
0,Zante,Restaurante,,"4,0",4 comentários no Google,,"R. da Palma 265, 1100-089 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Café Canas,€€,,"3,5",374 comentários no Google,€€,"R. Saraiva de Carvalho 145, 1350-133 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Hard Rock Cafe,€€,,"4,4",14 763 comentários no Google,€€,"Av. da Liberdade 2, 1250-144 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Caminho da Ronda,Restaurante,,"2,3",130 comentários no Google,,"Portugal, R. do Recolhimento, 1100-129 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Coffee Time Tour Lisbon,Operador de turismo em Lisboa,,"5,0",2 comentários no Google,,"Praça dos Restauradores, 1250-096 Lisboa",
0,Scoop 'n Dough,€€,,"4,7",721 comentários no Google,€€,"R. das Portas de Santo Antão 78, 1150-269 Lisboa","['Comer no local', 'Take away', 'Entrega sem contacto']"
0,Mú - Gelato Italiano,€€,,"4,7",627 comentários no Google,€€,"Campo dos Mártires da Pátria 50, 1150-225 Lisboa","['Comer no local', 'Drive-thru', 'Entrega']"
0,Pastelaria Atlantica,Café,,"3,5",31 comentários no Google,,"Rua de S. Paulo 206, 1200-275 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Nicola,€€,,"3,5",1 627 comentários no Google,€€,"Praça Dom Pedro IV 24, 1100-200 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Tazza in Giro,Restaurante italiano,,"4,7",138 comentários no Google,,"Campo de Santa Clara 138 139, 1100-474 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega']"
0,Mercearia da Mila,€€,,"4,6",321 comentários no Google,€€,"R. Santos-O-Velho 38, 1200-812 Lisboa","['Comer no local', 'Com recolha móvel', 'Entrega']"
0,Delidelux Avenida,€€,,"4,1",340 comentários no Google,€€,"R. Alexandre Herculano 15A, 1250-096 Lisboa","['Comer no local', 'Take away', 'Entrega']"
0,Delta The Coffee House Avenida da Liberdade,€€,,"4,4",1 207 comentários no Google,€€,"Avenida da Liberdade, 144 E/F, 1250-146 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,O Gama,€,,"4,2",88 comentários no Google,€,"R. Silva Carvalho 319, 1250-096 Lisboa","['Comer no local', 'Take away']"
0,Quatro Estações,€,,"4,2",113 comentários no Google,€,"Praça São Paulo 17 18, 1200-425 Lisboa","['Comer no local', 'Take away', 'Não faz entregas']"
0,Mercado da Figueira,Mercado em Lisboa,,"4,5",958 comentários no Google,,"Praça da Figueira 10, 1100-240 Lisboa",
0,Groove Bar,Bar,,4.5,299 Google reviews,££,"R. da Rosa 148, 1200-211 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Bar Liverpool,Bar,,3.7,468 Google reviews,££,"R. Nova do Carvalho 21 23, 1200-291 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Upon Lisbon Bar,Bar,,3.9,23 Google reviews,,"R. Luciana Stegagno Picchio 12, 1549-023 Lisboa, Portugal",
0,Grogs Bar,Bar,,4.5,124 Google reviews,££,"R. da Rosa 43, 1200-382 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,ULYSSES Speakeasy,Cocktail bar,,4.8,157 Google reviews,£,"R. da Regueira 16A, 1100-437 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,4 Caravelas,Bar,,4.7,216 Google reviews,££,"R. Nova do Carvalho 73 75, 1200-291 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Pensão Amor,Bar,,4.5,"4,541 Google reviews",££,"R. do Alecrim 19, 1200-292 Lisboa, Portugal",
0,Copenhagen,Bar,,3.9,498 Google reviews,££,"1200, Rua de S. Paulo 8, Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,Bar Oslo,Bar,,3.7,95 Google reviews,,"R. Nova do Carvalho 17, 1200-291 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Alfaiataria Bar,Bar,,4.7,27 Google reviews,,"Rua de S. Paulo 168, 1200-058 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,"British Bar, Lda.",Pub,,3.9,987 Google reviews,££,"R. Bernardino Costa 52, 1200-052 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Texas Bar,Bar,,,,,"R. Nova do Carvalho 59, 1200-019 Lisboa, Portugal",['Dine-in']
0,Toca da Raposa,Cocktail bar,,4.7,172 Google reviews,,"R. da Condessa 45, 1200-302 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Bruxa Beer Bar,Bar,,4.0,291 Google reviews,££,"R. de São Mamede 35, 1100-006 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,The V Rooftop Bar,Bar,"This casual rooftop restaurant & bar at the Vintage hotel features light bites, cocktails & wine.",4.5,135 Google reviews,,"R. Rodrigo da Fonseca 2, 1250-191 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,The Couch Sports Bar,Sports bar,,4.4,782 Google reviews,,"R. do Alecrim 21A, 1200-014 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,O`Gilins Irish Pub,Irish pub,,4.4,"1,655 Google reviews",££,"R. dos Remolares 8/10, 1200-371 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Tequila Bar,Bar,,4.4,217 Google reviews,££,"Tv. da Queimada 13, 1200-339 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,CINCO lounge,Cocktail bar,"Upmarket cocktail bar with trendy international feel & impressive drinks menu, plus mixing courses.",4.6,780 Google reviews,££,"R. Ruben A. Leitão 17A, 1200-392 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
0,Red Frog Speakeasy,Cocktail bar,"Intimate, stylish spot offering craft cocktails from old-fashioned favorites to whimsical creations.",4.4,"1,035 Google reviews",£££,"Praça da Alegria 66b, 1250-004 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Palheta,Bar,,4.5,206 Google reviews,£,"Travessa da, R. Ribeira Nova 30, 1200-371 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,Espumantaria do Cais,Bar,,4.0,239 Google reviews,££,"R. Nova do Carvalho 39, 1200-291 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Nova Tertúlia Bar,Bar,,4.5,280 Google reviews,££,"R. do Diário de Notícias 60, 1200-145 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Viking Bar,Bar,,3.8,593 Google reviews,£,"R. Nova do Carvalho 7, 1200-161 Lisboa, Portugal","['No takeaway', 'No delivery']"
0,86 Eighty Six Cocktail Bar,Cocktail bar,,5.0,120 Google reviews,,"R. do Telhal nº65, 1150-345 Lisboa, Portugal",
0,Majong,Bar,Snug nightspot offering wine & cocktails in a boho-chic space with cabbage-shaped lights overhead.,4.3,288 Google reviews,,"1200 106, R. da Atalaia 3, Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Bar 104,Bar,,4.3,255 Google reviews,£,"R. da Atalaia 104, 1200-043 Lisboa, Portugal",['No delivery']
0,146 Bar,Bar,,4.9,13 Google reviews,,"Rua do Arsenal 146, 1200-484 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Desordem Bar & Lounge,Cocktail bar,,4.6,85 Google reviews,,"R. Ribeira Nova 44, 1200-376 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
0,Maria Caxuxa,Bar,,4.3,316 Google reviews,££,"R. da Barroca 6-12, 1200-050 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
0,Armazém 20.18,Cocktail bar,,4.8,55 Google reviews,,"Rua do Corpo Santo 20, 1200-130 Lisboa, Portugal",
0,Esteves Bar - Nuno Rodrigues,Bar,,4.8,49 Google reviews,,"R. do Diário de Notícias 136, 1200-211 Lisboa, Portugal",['Dine-in']
0,Monkey Mash,South American restaurant,,4.5,210 Google reviews,,"Praça da Alegria 66, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,Lisboa Bar,Bar,,4.6,354 Google reviews,£,"Rampa de Acesso à Estação do, Praça Dom Pedro IV 1, 1200-091 Lisboa, Portugal","['Dine-in', 'No delivery']"
0,Jürgen’s bar,Bar,,4.9,17 Google reviews,,"R. do Diário de Notícias 68, 1200-365 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
0,O Bom O Mau e O Vilão,Bar,,4.4,820 Google reviews,££,"R. do Alecrim 21, 1200-014 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
